source_district,school,school_cleaned,my_county,confidence,orig_evidence,poll_loc,poll_eds,poll_confirm,gaz_loc,gaz_lds,gaz_confirm,verdict,notes
Taranaki,Norfolk,Norfolk,Stratford County,High,Stratford ED (polling line 454); Norfolk Road near Stratford,,,,norfolk,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Normanby,Normanby,Hawera County,High,Patea ED (polling line 540); Town Hall Normanby — near Hawera; not in borough list,normanby,Patea,,normanby,Canterbury | Otago | Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Canterbury | Otago | Taranaki' consistent with district
Taranaki,Okato,Okato,Taranaki County,Medium,Taranaki ED (polling line 482); Okato on west coast; Taranaki County,okato,Taranaki,Taranaki,okiato,North Auckland,,CONFIRM,Polling ED 'Taranaki' confirms county
Taranaki,Okoke,Okoke,Clifton County,High,Egmont/Taumarunui ED right column (polling line 326); Okoke near Urenui; Clifton County,okoke,Taumarunui,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Taranaki,Opunake,Opunake,Egmont County,High,Egmont ED (polling line 514); Opunake on coast; not in borough list; coordinates_county Egmont matches,opunake,Egmont,Egmont,,,,CONFIRM,Polling ED 'Egmont' confirms county
Taranaki,Otangiwai,Otangiwai,Ohura County,High,Taumarunui ED (polling line 364); Otangiwai near Ohura,,,,otangiwai,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Paraketu Valley,Paraketu Valley,Ohura County,Low,Gazetteer: Paraketu Stream (Taranaki province) at -38.627 175.256; northern inland Taranaki in Whanganui headwaters area,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Pehu,Pehu,Whangamomona County,Medium,Gazetteer: Pehu locality (Taranaki province) at -39.049 174.571; eastern hill country near Whangamomona boundary,,,,pehu,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Piko,Piko,Stratford County,Medium,Gazetteer: Piko Hill (Taranaki province) at -39.028 174.495; eastern hill country north of Stratford,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Pitone,Pitone,Taranaki County,Medium,Gazetteer: Pitone Stream (Taranaki province) at -39.152 173.898; western coastal strip near Okato; Taranaki County,picton,Wairau,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Pukearuhe,Pukearuhe,Clifton County,High,Pukearuhe on north Taranaki coast above Urenui; Clifton County,,,,pukearuhe,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Puniho,Puniho,Egmont County,High,Egmont ED (polling line 522); Puniho near Opunake coast,puniho,Taranaki | Egmont,Egmont,puniho,Taranaki,Taranaki,CONFIRM,Polling ED 'Egmont' confirms county
Taranaki,Puniwhakau,Puniwhakau,Stratford County,Medium,Gazetteer: Puniwhakau locality (Taranaki province) at -39.331 174.613; east of Stratford in hill country,,,,puniwhakau,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Purangi,Purangi,Stratford County,High,Stratford ED (polling line 462); Purangi near Stratford,purangi,Stratford,Stratford,purangi,South Auckland | Taranaki,Taranaki,CONFIRM,Polling ED 'Stratford' confirms county
Taranaki,Raupuha,Raupuha,Taranaki County,Low,Near New Plymouth/Inglewood; Taranaki County,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Rotokare,Rotokare,Eltham County,Medium,Near Eltham (Rotokare Lake/Reserve area); Egmont ED,,,,rotokare,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Rowan,Rowan,Egmont County,Medium,Gazetteer: Rowan locality (Taranaki province) at -39.397 174.112; Reed: named after Captain Rowan (NZ Wars); western coastal area south of Egmont,,,,rowan,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Stanley,Stanley,Stratford County,High,Stratford ED (polling line 452 — Stanley Road); near Stratford,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Taranaki,Tatu,Tatu,Ohura County,Medium,Taumarunui ED (polling line 367); Tatu near Ohura/Taumarunui,tatu,Bay Of Plenty,,tatu,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Tokirima Road,Tokirima Road,Ohura County,High,Taumarunui ED (polling line 368); Tokirima near Ohura,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Taranaki,Tuna,Tuna,Stratford County,Medium,Gazetteer: Tuna locality (Taranaki province) at -39.267 174.297; between Inglewood and Stratford; closer to Stratford,,,,tuna,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Tututawa,Tututawa,Whangamomona County,Medium,Stratford ED (polling line 465); Tututawa in eastern ranges near Whangamomona,tututawa,Stratford,,tututawa,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Waitaanga,Waitaanga,Whangamomona County,Medium,Near Whangamomona/Stratford east ranges; Stratford ED,waitangi,Westland,,waitaanga,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Waitewhena (half-time) See under Hapurua,Waitewhena,Clifton County,Medium,Half-time school listed under Hapurua; same locality,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,York,York,Clifton County,Medium,Railway stations file: York Road near Manganui station on New Plymouth section (1883); Manganui near Waitara; Clifton County,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Aratika,Aratika,Wanganui County,Low,Maori name on Whanganui River; no direct match found; Wanganui County probable,aratika,Westland,,aratika,Westland,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Wanganui,Awahou,Awahou,Kiwitea County,Medium,Gazetteer: Awahou North locality (Wellington province) at -40.179 175.805; Kiwitea County area,waihou,Tauranga,,awahou,South Auckland,,CONFIRM,KG evidence identifies location and county
Wanganui,Awahou South,Awahou South,Kiwitea County,Medium,Gazetteer: Awahou South locality (Wellington province) at -40.224 175.794; Kiwitea County area,,,,awahou south,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Bainesse,Bainesse,Kiwitea County,High,small_cities.csv: Bainesse → Kiwitea County (253),,,,bainesse,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Bluff Road,Bluff Road,Wanganui County,Low,Road school near Wanganui; no direct match; Wanganui County probable,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Wanganui,Bull's District High School Primary (127) Secondary (12),Bulls,Rangitikei County,High,Rangitikei ED (polling line 610); Bulls not in borough list; Rangitikei County,bulls,Rangitiket,,bulls,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Carnarvon,Carnarvon,Oroua County,Medium,Gazetteer: Carnarvon locality (Wellington province) at -40.290 175.357; Himatangi area; Reed: Carnarvon estate near Himatangi; Oroua County,,,,carnarvon,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Durie Hill,Durie Hill,Wanganui County,Medium,suburban_areas.csv: Wanganui suburban remainder (Durie Hill not listed as separate Town District); outside borough,,,,durie hill,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Fitzherbert East,Fitzherbert East,Kairanga County,Medium,East of Palmerston North (Fitzherbert area); Kairanga County; Palmerston ED adjacent,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Halcombe,Halcombe,Oroua County,High,Oroua ED (polling line 597); Oroua County,haleombe,Waimarino,,halcombe,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Herrington (side school) See under Umumuri,Herrington (side school,Wanganui County,High,See Umumuri entry; same county,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Hiwinui,Hiwinui,Kiwitea County,Medium,Gazetteer: Hiwinui locality (Wellington province) at -40.271 175.704; Reed: named by Wanganui Education Board; Kiwitea County area,,,,hiwinui,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Hukapapa,Hukapapa,Rangitikei County,Low,Near Taihape/upper Rangitikei; Rangitikei County,,,,hukapapa,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Hunterville District High School Primary (129) Secondary (14),Hunterville,Rangitikei County,High,Rangitikei ED (polling line 611); Hunterville not in borough list,,,,hunterville,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Kaheke,Kaheke,Wanganui County,Low,Maori name; likely on Whanganui River; Wanganui County probable,taheke,Bay Of Islands,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Kaitieke,Kaitieke,Kaitieke County,High,Name matches county; Kaitieke County (Auckland Province),kaiteke,Waimarino,,kaitieke,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Kaitoke,Kaitoke,Wanganui County,High,"Gazetteer: Kaitoke locality (Wellington province) at -39.962 175.091; Reed: ""8km from Wanganui""; Whanganui River",kaitoke,Hutt,,kaitoke,Wellington | South Auckland | Hawke's Bay,,CONFIRM,KG evidence identifies location and county
Wanganui,Kakariki,Kakariki,Rangitikei County,High,"Gazetteer: Kakariki locality (Wellington province) at -40.124 175.450; Reed: ""13km from Marton""; Rangitikei County",paekakariki,Otaki,,kakariki,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Kelvin Grove,Kelvin Grove,Kairanga County,High,"Gazetteer: Kelvin Grove (Wellington province) at -40.330 175.640; Reed: ""5km from Palmerston North""; Kairanga County",,,,kelvin grove,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Kimbolton,Kimbolton,Kiwitea County,Medium,Oroua ED (polling line 600); Kiwitea County by coordinate proximity (-40.12 175.73),kimbolton,Waimarino,,kimbolton,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Kiwitea,Kiwitea,Kiwitea County,High,Name matches county; small_cities.csv: Kiwitea area confirmed,,,,kiwitea,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Koeke,Koeke,Rangitikei County,High,"Gazetteer: Koeke Junction (Wellington province) at -39.697 175.593; Reed: ""32km from Taihape""; Rangitikei County",,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Lacy's Landing,Lacys Landing,Wanganui County,Low,River landing on Whanganui River; Wanganui County,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Main South Road,Main South Road,Wanganui County,Low,Road school south of Wanganui; Wanganui County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Makino Road,Makino Road,Oroua County,Medium,small_cities.csv: Makino → Oroua County (163); Makino Road near Feilding,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Makohine Valley,Makohine Valley,Rangitikei County,Medium,Makohine Valley near Hunterville; Rangitikei County,,,,makohine valley,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Mangarimu,Mangarimu,Rangitikei County,High,"Gazetteer: Mangarimu locality (Wellington province) at -39.940 175.855; Reed: ""early names Bull Creek and Beef Creek""; near Taihape; Rangitikei County",,,,mangarimu,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Mangatiti Landing,Mangatiti Landing,Wanganui County,Low,River landing on Whanganui River; Wanganui County,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Mangaweka,Mangaweka,Rangitikei County,High,Rangitikei ED (polling line 612 — Town Board Office Mangaweka); Rangitikei County,mangawai,Marsden,,mangaweka,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Manunui,Manunui,Kaitieke County,Medium,Near Taumarunui; Kaitieke County (Auckland Province); Waimarino ED area,mananui,Waimarino,,manunui,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Maxwell,Maxwell,Wanganui County,Medium,Near Wanganui city on Whanganui River; Wanganui County,,,,maxwell,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Nukumaru,Nukumaru,Waitotara County,Low,Coastal Waitotara area; Waitotara County probable,,,,nukumaru,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Opaku,Opaku,Patea County,Medium,Near Patea (suburb of Patea); Patea ED (polling line 549 — Opaku Patea); Patea County,,,,opaku,Taranaki,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Orautoha,Orautoha,Wanganui County,Low,Maori name; near Whanganui River; Wanganui County probable,,,,orautoha,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Pohonui,Pohonui,Wanganui County,Low,Near Whanganui River; Wanganui County probable,,,,pohonui,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Pokako,Pokako,Rangitikei County,Low,Near upper Rangitikei; Rangitikei County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Poukiore,Poukiore,Wanganui County,Low,On Whanganui River; Wanganui County probable,,,,poukiore,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Pukekaha,Pukekaha,Kiwitea County,Low,Near Kiwitea area; Kiwitea County probable,,,,puketaha,South Auckland,,CONFIRM,KG evidence identifies location and county
Wanganui,Pukeokahu,Pukeokahu,Rangitikei County,Low,Near upper Rangitikei (Pukeokahu is in the Rangitikei headwaters); Rangitikei County,,,,pukeokahu,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Raetihi,Raetihi,Waimarino County,High,Waimarino ED (polling line 588 — Council Chambers Raetihi); Waimarino County,,,,raetihi,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Rangataua,Rangataua,Waimarino County,High,Waimarino ED (polling line 589 — Town Hall Rangataua); near Ohakune; Waimarino County,rangatua,Waimarino,,rangataua,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Rata-iti,Rata-iti,Rangitikei County,Low,Near Rata; same county; Rangitikei County,,,,rataiti,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Retaruke,Retaruke,Kaitieke County,Low,Near Ohura/Kaitieke area; Kaitieke County probable,,,,retaruke,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Rewa,Rewa,Wanganui County,Low,On Whanganui River; Wanganui County probable,,,,rewa,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Rongotea,Rongotea,Rangitikei County,Medium,Rangitikei ED (polling line 614 — Coronation Hall Rongotca); Rangitikei County,,,,rongotea,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Ruahine,Ruahine,Rangitikei County,Low,Near Ruahine Range/Rangitikei area; Rangitikei County probable,,,,ruahine,Wellington | Southland,,CONFIRM,KG evidence identifies location and county
Wanganui,Ruatiti,Ruatiti,Waimarino County,High,Waimarino ED (polling line 591); on Whanganui River; Waimarino County,ruatiti,Waimarino,,ruatiti,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,South Makirikiri,South Makirikiri,Wanganui County,High,small_cities.csv: Makirikiri → Wanganui County (294); South Makirikiri is southern part of same area,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Stoney Creek,Stoney Creek,Oroua County,Medium,Near Feilding/Oroua area; Oroua County probable,,,,stony creek,Otago,,CONFIRM,KG evidence identifies location and county
Wanganui,Taihape District High School Primary (296) Secondary (18) and Winiata (side school) (17),Taihape,Rangitikei County,High,Taihape not in borough list; Rangitikei County; Waimarino ED (polling line 574 — Taihape principal),taihape,Waimarino,,taihape,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Tangiwai,Tangiwai,Waimarino County,Medium,Near Ohakune/Waimarino on Whanganui River; Waimarino County,,,,tangiwai,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Taoroa Road,Taoroa Road,Rangitikei County,High,Same area as Taoroa; Rangitikei County,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Te Ara-Kura,Te Ara-Kura,Wanganui County,Low,Near Wanganui area; Maori name on Whanganui River; Wanganui County probable,,,,te arakura,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Te Rena,Te Rena,Wanganui County,Low,Near Whanganui River; Wanganui County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Tiakitahuna,Tiakitahuna,Kairanga County,Medium,South of Palmerston North; Kairanga County; Palmerston ED (polling line 631),tiakitahuna,Palmerston,,tiakitahuna,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Tiritea,Tiritea,Kairanga County,Medium,Near Palmerston North (Tiritea Stream area); Kairanga County probable,,,,tiritea,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Torere,Torere,Wanganui County,Low,On Whanganui River; Wanganui County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Tunakotekote,Tunakotekote,Wanganui County,Low,On Whanganui River; Wanganui County probable,,,,tunakotekote,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Umumuri (81) and Herrington (side school) (14),Umumuri and Herrington (side school,Wanganui County,Medium,Near Wanganui on Whanganui River; Wanganui County,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Upokongaro,Upokongaro,Wanganui County,High,On Whanganui River near Wanganui; Waimarino ED (polling line 593); Wanganui County,,,,upokongaro,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Upper Kawhatau,Upper Kawhatau,Kiwitea County,Medium,Same area as Kawhatau; Kiwitea County,,,,upper kawhātau,Wellington,,CONFIRM,KG evidence identifies location and county
Wanganui,Upper Retaruke,Upper Retaruke,Kaitieke County,Low,Same area as Retaruke; Kaitieke County,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Upper Tutaenui,Upper Tutaenui,Rangitikei County,High,small_cities.csv: Tutaenui Upper → Rangitikei County (214),,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Wanganui,Warrengate,Warrengate,Kairanga County,Low,Near Palmerston North (Kairanga direction); Kairanga County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Waverley,Waverley,Patea County,Medium,Patea ED (polling line 550 — Town Hall Waverley); Patea County,waverley,Patea,Patea,waverley,Otago | Wellington | Southland,,CONFIRM,Polling ED 'Patea' confirms county
Wanganui,Western Rangitikei,Western Rangitikei,Rangitikei County,Medium,Name contains Rangitikei; Rangitikei County,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Whaka Road,Whaka Road,Wanganui County,Low,Road school near Wanganui; Wanganui County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wanganui,Winiata (side school) see under Taihape,Winiata (side school,Rangitikei County,High,Side school of Taihape DHS; same county,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Blind River,Blind River,Awatere County,Medium,Blind River in the Awatere valley south of Seddon; Awatere County,,,,blind river,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Brancott,Brancott,Marlborough County,Medium,Brancott Valley near Blenheim; Marlborough County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Carluke,Carluke,Marlborough County,High,Polling line 710: Carluke (Timatanga Post-office) near Havelock; Marlborough County; in Wellington ED admin despite Nelson ED polling,carluke,Nelson,,carluke,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Dillon's Point,Dillons Point,Marlborough County,Medium,Dillon's Point on Wairau River near Blenheim; Marlborough County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Eli Bay,Eli Bay,Sounds County,Medium,Eli Bay in Marlborough Sounds; Sounds County,,,,elfin bay,Southland,,CONFIRM,KG evidence identifies location and county
Wellington,Fabian's Valley,Fabians Valley,Marlborough County,Medium,Fabian's Valley near Blenheim in Marlborough County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Fairhall,Fairhall,Marlborough County,High,small_cities.csv: Fairhall Valley → Marlborough County (112); Wairau ED (polling line 867),fairhall,Wairau,Wairau,fairhall,Marlborough,Marlborough,CONFIRM,Polling ED 'Wairau' confirms county
Wellington,Finnie's Creek,Finnies Creek,Marlborough County,Low,Small creek near Blenheim; Marlborough County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Four-fathom Bay,Four-fathom Bay,Sounds County,Low,Remote Sounds bay; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,French Pass,French Pass,Sounds County,High,French Pass at tip of D'Urville Island; Sounds County; polling line 714,french pass,Nelson,,french pass,South Auckland,,CONFIRM,Strong original evidence (small_cities / polling)
Wellington,Havelock,Havelock,Marlborough County,High,Wairau ED (polling line 872 — Courthouse Havelock); not in borough list; Marlborough County,havelock,Wairau,Wairau,havelock,Marlborough,Marlborough,CONFIRM,Polling ED 'Wairau' confirms county
Wellington,Hillersden,Hillersden,Marlborough County,Medium,Hillersden Valley near Blenheim; Marlborough County,,,,hillersden,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Jordan,Jordan,Awatere County,High,Polling line 882: Jordan Awatere — explicitly labelled Awatere; Awatere County,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Wellington,Kaiuma,Kaiuma,Sounds County,Medium,Kaiuma Bay in Queen Charlotte Sound; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Kakapou Bay,Kakapou Bay,Sounds County,Low,Remote Sounds bay; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Kekerangu,Kekerangu,Awatere County,High,Wairau ED (polling line 880 — Kekerangu); coastal south Marlborough; Awatere County,kekerangu,Wairau,,kekerangu,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Koromiko,Koromiko,Sounds County,High,Wairau ED (polling line 875 — Koromiko); near Picton; Sounds County,koromiko,Wairau,,koromiko,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Linkwater,Linkwater,Sounds County,High,Linkwater at head of Queen Charlotte Sound; Sounds County,,,,linkwater,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Maori Bay,Maori Bay,Sounds County,Low,Remote Sounds bay; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Marathon,Marathon,Sounds County,Low,Sounds County probable (remote location),marton,Rangitiket,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Marlboroughtown,Marlboroughtown,Marlborough County,High,small_cities.csv: Spring Creek/Marlboroughtown → Marlborough County; Wairau ED (polling line 865),,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Wellington,Ocean Bay,Ocean Bay,Sounds County,Medium,Ocean Bay in Marlborough Sounds; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Onamalutu,Onamalutu,Marlborough County,High,Wairau ED (polling line 870); Onamalutu Valley near Blenheim; Marlborough County,onamalutu,Wairau,Wairau,,,,CONFIRM,Polling ED 'Wairau' confirms county
Wellington,Pelorus Bridge,Pelorus Bridge,Marlborough County,Medium,Pelorus Bridge on Pelorus River; inland Marlborough; Marlborough County,,,,pelorus bridge,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Renwick,Renwick,Marlborough County,High,small_cities.csv: Renwicktown → Marlborough County (350); Wairau ED (polling line 868),,,,renwick,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Richmond Brook,Richmond Brook,Marlborough County,High,Wairau ED (polling line 881); Richmond Brook near Blenheim; Marlborough County,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Wellington,Riverlands,Riverlands,Marlborough County,Medium,Riverlands near Blenheim; Marlborough County,,,,riverlands,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Ronga Valley,Ronga Valley,Sounds County,Low,Ronga River flows into Pelorus Sound; Sounds County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Saratoga Bay,Saratoga Bay,Sounds County,Low,Saratoga Bay in Marlborough Sounds; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Sea View,Sea View,Awatere County,Medium,Sea View on Awatere coast south of Blenheim; Awatere County probable,,,,seaview,Canterbury | Westland | Wellington,Wellington,CONFIRM,Gazetteer land district 'Canterbury | Westland | Wellington' consistent with district
Wellington,Stephens Island,Stephens Island,Sounds County,Low,Lighthouse keeper school on Stephens Island; Sounds County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Te Rou,Te Rou,Sounds County,Low,Te Rou in Marlborough Sounds; Sounds County,,,,te rou,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Ugbrooke,Ugbrooke,Awatere County,Medium,Ugbrooke in Awatere Valley; Awatere County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Upton Downs,Upton Downs,Awatere County,Low,Upland Awatere area; Awatere County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Wairau Bar,Wairau Bar,Marlborough County,Medium,Wairau Bar at Wairau River mouth; Marlborough County,,,,wairau bar,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Wairau Pa,Wairau Pa,Marlborough County,Medium,Wairau Pa near Blenheim; Marlborough County,,,,wairau pā,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Wantwood,Wantwood,Marlborough County,Medium,Wantwood in upper Wairau Valley; Marlborough County,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Wharanui,Wharanui,Awatere County,Medium,Wharanui on Awatere coast; Awatere County,,,,wharanui,Marlborough,Marlborough,CONFIRM,Gazetteer land district 'Marlborough' consistent with district
Wellington,Woodbank,Woodbank,Marlborough County,Low,Woodbank in Marlborough area; Marlborough County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,East Taratahi,East Taratahi,Wairarapa South County,Medium,Near Carterton/Taratahi area; Wairarapa South County,west taratahi,Hawke'S Bay,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Ponatahi,Ponatahi,Wairarapa South County,Medium,Near Greytown in Wairarapa South; Wairarapa South County,ponatahi,Hawke'S Bay,,ponatahi,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Horoeka,Horoeka,Eketahuna County,Medium,Near Pahiatua/Eketahuna area; Eketahuna County probable,,,,horoeka,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Waione,Waione,Eketahuna County,Low,Near Alfredton/Eketahuna; Eketahuna County probable,,,,waione,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Kaiparoro,Kaiparoro,Eketahuna County,Medium,Near Eketahuna in hill country; Eketahuna County,,,,kaiparoro,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Mangamahoe,Mangamahoe,Eketahuna County,Low,Near Eketahuna area; Eketahuna County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Mangaone,Mangaone,Eketahuna County,Low,Near Pahiatua/Eketahuna border; Eketahuna County probable,,,,mangaone,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Putara,Putara,Pahiatua County,Low,Near Pahiatua in the bush; Pahiatua County probable,,,,putara,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Saunders Road,Saunders Road,Eketahuna County,Low,Road school near Eketahuna; Eketahuna County probable,,,,,,,CONFIRM,KG evidence identifies location and county
Wellington,Tane,Tane,Eketahuna County,Low,Near Eketahuna area; Eketahuna County probable,,,,tane,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
Wellington,Waihoki Valley,Waihoki Valley,Eketahuna County,Low,Waihoki Valley near Eketahuna; Eketahuna County probable,,,,waihoki valley,Wellington,Wellington,CONFIRM,Gazetteer land district 'Wellington' consistent with district
